start	end	text
1277200	1280960	is the threat of publicity,
1280960	1283680	or transparency, or exposure.
1283680	1286040	In a grand jury investigation,
1287600	1289440	there are requirements that everything
1289440	1291080	must be kept confidential.
1291080	1294120	That is not the case in a congressional investigation.
1294120	1295840	So you can say to yourself,
1295840	1298920	I don't give a shit about a congressional subpoena.
1298920	1303240	But what could happen if this gets adversarial?
1303240	1306080	And again, Val, I've been spending a lot of time with you
1306080	1307360	on the phone and otherwise
1307360	1309240	to try to avoid it becoming adversarial.
1309240	1312280	I'd like to work with you as much as I possibly can.
1312280	1314600	I'm not trying to go down this road.
1314600	1317520	But everything that you're worried about,
1317520	1322520	about the exposure of your father and yourself, frankly,
1325240	1328680	if you're not complying with a congressional subpoena,
1328720	1331080	would all go out there in the public.
1331080	1332800	And I don't think that's what you want.
1332800	1336600	And I don't think that that would be helpful to your case.
1336600	1339440	And I'm not, I really don't want it to be adversarial.
1339440	1342280	But there's nothing more that I can do
1342280	1346480	other than write, I wrote you the letter that you asked for,
1346480	1348560	so that you could see it on official letterhead
1348560	1353560	with Congressman Schiff's signature, sent that to you.
1354120	1357960	At some point, you gotta send the emails.
1357960	1362960	And we will be careful and we'll coordinate with you
1363280	1366480	and we'll make sure that you understand
1366480	1369160	how we view some things.
1369160	1371720	And we're happy for you to pick out some
1371720	1373600	and try to explain your father's tone
1373600	1374640	and the way that he does it.
1374640	1376760	I'm more than happy to go out on the phone with you
1376760	1379280	and go over that so that you can provide us
1379280	1382520	with sort of the personal context of it all.
1382520	1387520	But at this point, we don't have a ton of time
1388120	1389760	left in this Congress.
1389760	1393280	We're trying to move ahead and we really need the stop.
1393280	1397080	Okay, well, look, suddenly I'm reminded of my meetings
1397080	1399400	with John Moscow who promised me the world,
1399400	1401980	that they'd talk to me and give me phone calls
1401980	1405720	and refer to me for all these things and blah, blah, blah.
1405720	1407040	And then at the end of the day,
1407040	1411080	soon as they got what they wanted, I was cut out.
1411080	1412560	And that's what I'm thinking of.
1412560	1414280	And that's just one example.
1414280	1415920	And you wanna talk about Glenn?
1415920	1417480	I don't know who John Moscow is.
1417480	1420720	Yeah, you did last time we spoke, John Moscow.
1420720	1425120	Baker Hostetler represents Natalia Veselnitskaya
1425120	1428500	and hires Glenn Simpson, Fusion GPS, John Moscow.
1429800	1431460	Used to work with SDNY.
1432720	1434440	Well, I mean, there are a lot of people at SDNY.
1434440	1436720	I never worked with John Moscow.
1436720	1438560	Well, you look them up.
1438560	1440640	Anyway, this is where I'm hearing.
1440640	1443680	And look, man, it just feels so adversarial.
1443680	1445800	All I wanted to do was help, you know,
1445800	1448520	and all I wanted to do was have some say
1448520	1450760	in how my father's things were used.
1450760	1451880	That's all I want.
1451880	1452960	And you're saying no.
1452960	1456200	I mean, you say that as if it's so to a simple request.
1456200	1458600	Like, you're not a part of our investigation,
1458600	1460520	our committee, you're a witness.
1460520	1464520	You have, actually, you're just really a custodian
1464520	1469360	of emails that are relevant to our investigation.
1469360	1472120	An any good prosecutor or investigator.
1472120	1473700	From your point of view,
1473700	1476100	from your point of view, I'm a custodian of emails.
1476100	1477820	From my point of view, I'm a custodian
1477820	1480500	and curator of my father's name.
1480500	1482620	That's maybe you're not quite getting that still.
1482620	1483460	And how important.
1483460	1485820	Imagine if it was your father, what would you do?
1485820	1488500	You do anything you can to protect him, right?
1489980	1491820	I mean, I don't know your relationship with your father,
1491820	1494260	but put yourself in my position.
1494260	1495660	Well, I'm sorry to hear that.
1495660	1497300	But I mean, someone that, it's like a father,
1497300	1498700	like figure to you.
1498700	1501620	You do anything to protect them and their name, right?
1501620	1502900	And that's what I'm doing.
1502900	1505100	And I don't know why I'm getting so much guff
1505100	1506620	for trying to do this from you guys.
1506620	1509740	I mean, if you want to, it feels so adversarial, man.
1509740	1511380	Like you want to come out, I mean, with a subpoena,
1511380	1513380	that's fine, but be prepared.
1513380	1514660	There is, you will, I mean,
1514660	1516860	you don't look good what you're doing right now.
1516860	1517900	It doesn't look good for you.
1517900	1520180	You want to come out with a subpoena, then fine.
1520180	1523820	Then you all of a sudden, you're tagging New York Times
1523820	1526380	for their sources, your promise.
1526380	1527420	I mean, come on, man.
1527420	1528580	It doesn't look good what you're doing.
1528580	1531860	You're taking the son of a esteemed banker
1531860	1534460	and trying to pressure him to giving you all this shit.
1534460	1535780	And without any oversight,
1535780	1536620	without any control over his name,
1536620	1537620	it doesn't look good for you.
1537620	1538460	You want to do that?
1538460	1539300	There's men.
1539300	1540140	I will tell you that.
1540140	1540980	I will tell you one thing.
1540980	1541820	What?
1541820	1545540	I have never in all of my career had anyone
1545540	1549540	who provided documents with, you know,
1549540	1552460	with the number and the degree of strings
1552460	1554980	that you are trying to attach to it.
1554980	1558540	And I recognize your concern about your father's reputation.
1558540	1561660	And I fully, fully understand that
1561660	1563860	contrary to what you're saying.
1563860	1567340	I resent you saying that we met with David Enridge,
1567340	1570140	you know, for anything related to you.
1570140	1571900	But you talked about me.
1571900	1572740	You did.
1572740	1573580	You asked him about me.
1573580	1575420	You asked him if I was crazy,
1575420	1577180	if we asked him about the FBI.
1577180	1578340	You asked him everything.
1578340	1579940	I mean, you think David's not going to tell me?
1579940	1582660	I didn't ask, I didn't ask whether you were crazy or not.
1582660	1584500	Well, I mean, if you said, if you were to find out,
1584500	1585700	like, what's with the FBI?
1585700	1588100	You asked if I was like, well, what is this?
1588100	1590940	What was the word you guys used?
1590940	1591780	I don't know.
1591780	1593060	You were baffled by me or something.
1593060	1595580	You didn't know if I was making up
1595580	1597940	if I wanted a free trip to DC for God's sakes.
1597940	1598940	I mean, come on, man.
1598940	1601220	You asked a reporter about his source.
1601220	1603060	You interrogated him about his source.
1603060	1604220	It doesn't look good.
1605140	1607100	Okay, maybe the rest of the conversation
1607100	1608420	was about Deutsche Bank.
1608420	1611420	Before you start accusing me of doing it.
1611420	1612740	I'm not accusing you, man.
1612740	1614380	I'm not accusing you.
1614380	1616980	I went to that meeting with David Enridge.
1616980	1619820	I'm totally unrelated to you, okay?
1619820	1621340	Yes, did your name come up?
1621340	1626100	It did because you are proving to be very, very difficult
1626100	1629100	to deal with in obtaining these emails when,
1629100	1632220	and I'm surprised because you reached out to us.
1632220	1633500	I didn't know about these emails,
1633500	1635700	but for the fact that you reached out to us.
1635700	1638300	Right, I get it.
1638300	1639700	I want it, I want-
1639700	1642260	And yet now there are all these strings attached
1642260	1643260	and all these-
1643260	1644860	All these strings.
1644860	1647100	I'm asking you to do one simple thing,
1647100	1649060	and that's let me have some oversight.
1649060	1651300	You say it's a simple thing, it's not a simple thing.
1651300	1652500	I didn't hear a smart guy.
1652500	1654860	You can figure out a way to make it happen, man.
1654860	1655780	You can figure it out.
1655780	1657180	I can figure shit out on my own.
1657180	1658660	You can do the same thing too.
1658660	1660540	There's must be a way to make it happen.
1660540	1661940	It's really simple.
1661940	1663580	I'll just want some oversight.
1663580	1665900	What that looks like, show me what that looks like to you.
1665900	1666740	Something.
1666740	1668820	It's my father, for God's sakes, man.
1670900	1671740	All right, Bob.
1671740	1672580	You do what you need to do
1672580	1673980	and I'll do what I need to do.
1674020	1674860	Okay.
1674860	1675700	Okay.
1675700	1676700	All right, bye.
1677900	1678740	Jesus.
1678740	1679740	What did he say?
1679740	1681060	I did?
1681060	1682180	Okay.
1682180	1683580	He said, okay, you do what you need to do.
1683580	1684780	I do what I need to do.
1687180	1688020	That's right.
