start	end	text
160640	165800	Bill's mantra, which he'd always repeat, was, let's get down to first principles.
165800	166800	First principles.
166800	171040	Yeah, so he would, you know, let's cut to the chase.
171080	175480	Let's look at things from boiling down to their essence.
175480	178120	He...
178120	180320	When there was a problem, he would be dispatched to clean it up.
180320	181800	There's a financial crisis in Asia.
181800	185080	Bill's immediately on the flight to Hong Kong.
185080	189320	He reminded some of his colleagues of the wolf character in Pulp Fiction.
189320	191440	Oh, yeah, the fixer, sure.
191440	195520	Yeah, the fixer.
195520	196520	Some colleagues...
196520	200880	Yeah, and one of the good things about his restraining influence
200880	206840	on Edson is that, you know, he calmed people when times were too good, and he made people
206840	209840	kind of just be a little more restrained.
209840	214480	Some people, some of his colleagues told me, a number of his colleagues told me, that they
214480	217000	wondered if maybe he was depressed.
217000	218000	That was...
218000	219000	Well, because he was...
219000	220640	He dampened everything.
220640	221640	It was like...
221640	222640	But if it was...
222640	227160	Yeah, if everyone was, you know, extremely joyful, he said, we'll come back down to Earth
227160	228160	and let's...
228160	230840	I think what you guys described it to me is that he managed to drain the emotions from
230840	231840	everything.
231840	232840	No, but he was...
232840	233840	Everyone was too depressed.
233840	234840	Let's not argue about this.
234840	235840	I'm just saying this with people with his colleagues' perception.
235840	239080	Okay, but let me give you the opposing viewpoint.
239080	243120	If someone was way too happy and joyful, it would say, you know, calm down a bit, let's
243120	247440	focus on what's needed to be done, you're over, you know, exaggerating with a lot of
247440	250760	this joy when you need to focus on the reality of the matter.
250760	255040	If someone was too low or depressed, you would say, you're focusing too much on this misery
255040	257160	instead of the practicality of it.
257160	259920	There's no need for this depression if you think things through.
259920	262920	Just like there's no need for this excess joy because there's something always looming
262920	263920	in the background.
263920	264920	Be prepared for everything.
264920	265920	I completely understand what you're saying.
265920	269960	And that can be misinterpreted as depression, depending on who he's talking to.
269960	274520	If he's talking to someone that's really happy and my dad comes in and says he wants to burst
274520	276880	their bubble, they're going to say how he was depressed.
276880	279000	Don't be so defensive about the kinds of depression.
279000	280000	I'm not...
280000	281000	I certainly...
281000	285960	I just wanted to make it clear that that is very, very much dependent on one's perception
285960	287400	and the situation all as well.
287400	290960	So if someone's to say he's depressed because he bursted my bubble...
290960	294160	As you'll see as we go through this, there are a lot of people who at various points
294160	295160	wonder if Bill is depressed.
295160	296160	Okay, but that's why I'm just...
296160	302080	I know you're making the case for this depression and I'm just making the case against him.
302080	303480	I'm not making the case for depression.
303480	309600	I'm saying accurately, obviously, that that is the way a number of colleagues told me
309600	310600	that that is what they...
310600	311920	They didn't say he was depressed.
311920	314760	They're saying they wondered if maybe he was depressed.
314760	315760	That was how they perceived it.
315760	317200	And during what points in time?
317200	318200	I mean, this was...
318200	319200	Throughout...
319200	320200	Yeah, I mean at different points in time.
320200	324400	So this point that I'm talking about right now is in around 97.
324400	325400	Okay.
325400	326400	So this is shortly after...
326400	329400	This is a year or so after he's joined the Beck.
329400	330400	Okay.
330400	332400	And maybe two years after he's joined the Beck.
332400	335400	After he's joined Deutsche.
335400	340120	Okay, so let's see.
340120	343560	Edson started his affair with Estelle.
343560	344560	Yes, Estelle.
344560	348840	Which is a wonderful story, but let's not even go there right now.
348840	349840	But you've included the story.
349840	350840	Oh, yeah.
350840	351840	Okay.
351840	354560	Oh, and Estelle becomes like a fairly significant character.
354560	355560	Does she?
355560	356560	Going for it.
356560	357560	Yeah, okay.
357560	358560	Did you talk to her?
358560	364560	I'm not going to get into who I talked to and who I didn't talk to.
364560	365560	Okay.
366560	376560	Okay, so Deutsche Bank does in the late night, in 98, it buys Banker's Trust.
376560	377560	Yes.
377560	378560	Which is...
378560	381560	It turns out to be a real disaster of...
381560	383560	That's kind of one of the original sins for Deutsche Bank.
383560	385560	It was buying up Banker's Trust.
385560	386560	I mean, it's a horrible deal.
386560	387560	And it's a terrible deal.
387560	388560	They're doing it.
388560	390560	For buying it up and turning it into DVTCA?
390560	392560	Well, it became...
392560	396560	It kind of became a large number that became DVTCA.
396560	402560	This is like the kind of real point at which Deutsche Bank went from being a European-centered
402560	404560	investment bank into an American investment bank.
404560	409560	Or becoming a European bank, a German bank into a global bank.
409560	410560	You could argue that.
410560	411560	Well, it was already...
411560	413560	At that point, it was very big in London already.
413560	416560	It was asleep, as people describe it, a sleepy bank.
416560	418560	I think that was actually Landon.
418560	419560	Landon Thomas.
419560	423560	Sorry to hear about your...
423560	425560	No, I'm not being a dick.
425560	428560	It's just that Landon described it as a sleepy little bank at the time.
428560	429560	And he was right.
429560	433560	And then when my dad and I came along, I turned into a bad myth.
433560	434560	Right.
434560	435560	But what I'm saying...
435560	437560	And buying DVTCA was part of that expansion.
437560	438560	No, no, no, no.
438560	439560	DVTCA, they didn't buy DVTCA.
439560	443560	I mean, buying Banker's Trust and becoming DVTCA was part of that expansion.
443560	445560	Banker's Trust didn't become DVTCA.
445560	447560	Like, Banker's Trust is a...
447560	449560	It's an early version of DVTCA.
449560	450560	Okay, let's just move on.
450560	451560	It doesn't matter.
451560	452560	It matters.
452560	453560	It matters.
453560	454560	I'm just wanting...
454560	456560	Because this is a fact check, is it not?
456560	460560	Yeah, but this is a fact check that we're doing of you and your father.
460560	461560	Okay, fine.
461560	464560	You're just going to need to trust me that I'm this kind of stuff in particular.
464560	465560	Okay.
465560	468560	I have done a lot of research before.
468560	471560	Okay, I believe you.
471560	474560	So, let's see.
474560	478560	Okay, then we'll get into a bunch of Trump shit, which I'm not going to get into with you right now.
478560	479560	Just purely for...
479560	480560	Any background?
480560	484560	Yeah, it's like the story of how Deutsche Bank got into Trump.
484560	485560	Okay.
485560	486560	And...
486560	487560	Do you know...
487560	489560	Do you name names here?
489560	490560	Yeah.
490560	491560	Okay.
491560	493560	Is this going to be breaking?
493560	495560	Some of this has been told previously.
495560	496560	Okay.
498560	501560	Did you get off on the guys to sign the loans?
501560	502560	What was that?
502560	505560	Did you write down the guys to sign the loans?
505560	507560	I think I saw that yesterday.
507560	509560	This is about the people who started the relationship with Trump.
509560	510560	Okay.
519560	522560	What conclusions did you come to?
522560	523560	Nothing.
523560	524560	Oh, come on.
524560	525560	There's no...
525560	526560	There's...
526560	527560	No, it's not even that.
527560	529560	No, don't turn it off.
529560	530560	There's not...
531560	532560	What?
536560	539560	Nothing groundbreaking or nothing...
539560	540560	There's interesting stuff.
540560	541560	I can get into that right now.
541560	542560	Okay.
542560	543560	There's...
543560	545560	Any connections to Justice Kennedy?
545560	547560	Nothing good.
549560	552560	I feel like I'm the reporter and you're the source.
552560	556560	Can you confirm or deny Justice Kennedy's involvement in the Sun?
556560	557560	No?
557560	558560	Well, Justice...
559560	560560	Yeah.
562560	563560	Okay.
563560	564560	I'll let it go.
564560	565560	Okay.
565560	570560	Okay, so in 2000, Bill retires for a second time.
570560	571560	Okay.
571560	576560	And he felt simultaneously overwhelmed and bored.
576560	577560	Mm-hmm.
577560	579560	And he also felt like he was neglecting his daughters.
579560	580560	Mm-hmm.
580560	581560	And maybe he's burning it.
581560	583560	So in August 2000, he decides to retire for the second time.
583560	585560	Edson tried to keep him.
586560	591560	The bill kind of equivocated a little bit and then decided he needed to get out.
591560	592560	Mm-hmm.
592560	594560	He was going to withdraw over several months.
594560	596560	He's going to spend time with his family and still be in Shakespeare,
596560	598560	involved in their soup kitchen.
598560	601560	And the...
602560	603560	What did you get?
603560	609560	He said to someone that it was hard to do a job and we've done it,
609560	613560	which didn't really run true, because the job was definitely not done.
613560	614560	And once again...
614560	615560	Which job?
615560	620560	Well, they're building Deutsche Bank into a modern institution,
620560	624560	and that was definitely not a finished thing.
624560	625560	By 2000?
625560	626560	No.
626560	628560	I mean, that wasn't finished for years.
628560	629560	Okay.
629560	630560	It still isn't finished.
630560	634560	Well, I mean, it became from small to big.
634560	636560	I think that's what he's referring to.
636560	639560	Taking small banks is making it to big global bank.
639560	640560	Right?
640560	643560	What I'm saying is that to the people he used those words with,
643560	644560	it did not run true.
644560	645560	It did not run true.
645560	646560	Okay.
646560	648560	And I'm also saying that to some of his colleagues,
648560	651560	the fact that these retirements were becoming a pattern,
651560	654560	suggested to them that he was having some trouble covering with the pressure,
654560	656560	and that there was a certain fragility there.
656560	657560	Okay.
657560	659560	And again, that's not...
659560	662560	That's simply the way they perceived it.
662560	663560	Sure.
663560	664560	Okay.
664560	665560	Edson...
665560	670560	Edson is kind of...
670560	675560	He's with Estelle and is, you know, losing.
675560	682560	Bill's gone, and that check on him and Super Ego is gone,
682560	685560	and he's spinning a little bit of control.
685560	686560	Edson.
686560	687560	Yeah.
687560	688560	And that, you guys.
688560	689560	Yeah.
690560	695560	And I'm recounting the scene that you encountered
695560	697560	in the Park Avenue apartment.
697560	698560	Yeah.
698560	701560	You could hear Sinead O'Connor,
701560	706560	which was weird because you got a hater Sinead O'Connor.
706560	707560	Yeah.
707560	710560	And you went in and sat down with them, and he was crying,
710560	712560	and the song was on repeat,
712560	714560	and he said, Dad, you okay?
714560	717560	And he said, Not really, but I will be.
717560	718560	That sound about right?
718560	719560	Yeah.
721560	723560	I sat with them for a while.
723560	724560	Yeah.
724560	726560	You go over the whole thing.
726560	727560	Okay.
727560	731560	So Bill says he will be okay.
731560	733560	Deutsche Bank is not going to be okay because this is the moment
733560	735560	where everything starts to fall apart.
735560	737560	Bill's gone, Edson's dead,
737560	742560	and a huge power struggle breaks out to fill with those voids.
742560	747560	And this is where Anshu starts to really gain power and climb.
747560	751560	And Anshu, as you know, is very ambitious.
751560	755560	And, okay, so we're going to skip a bunch of stuff right now
755560	758560	because it's just like, there's no, actually no or not.
758560	759560	We're coming right back to you.
759560	761560	We're coming right back to you right here.
761560	763560	Did you do any parallels with what's going on at Merrill Lynch
763560	764560	at the time?
764560	765560	Not really.
765560	771560	I mean, if we get into a bit later, like, that your dad was doing
771560	772560	some consulting.
772560	774560	I didn't really feel like he was being listened to by Stan O'Neill
774560	775560	and down here.
775560	776560	Okay.
776560	780560	And that Stan O'Neill was trying to get him to take a bigger job,
780560	783560	and your dad said, no, no, no, no, no, I just wouldn't do it.
783560	786560	And any warnings about the coming crisis?
786560	790560	There's, well, you know, I'm not actually getting into this
790560	791560	in the book.
791560	792560	Okay.
792560	795560	But your dad actually, this is one of the things,
795560	798560	there's a few things toward the end of his life, especially,
798560	800560	that he got wrong quite badly.
800560	801560	Yeah.
801560	803560	And the financial crisis is one of them.
803560	804560	He's one of them.
804560	806560	He really underestimated, there are these emails between him
806560	811560	and McKaylee, where they're kind of talking about how bad the crisis
811560	812560	is about to be.
812560	814560	And your dad, again, I'm not getting into this in the book,
814560	817560	because it's not that relevant, but he did misread it.
817560	819560	And again, it's like a misreading that a lot of people had,
819560	822560	but he predicted, he made very specific predictions about how
822560	824560	things were going to play out and how bad they were going to be.
824560	828560	And he was wrong.
828560	836560	But again, the, okay, we're talking about some of the,
836560	839560	so you graduate from college, you moved to New York,
839560	842560	you were taking classes at NYU, we were talking about this yesterday.
842560	846560	You're not going to like this.
846560	850560	I'm noting that a number, in fact, I'm saying many of Bill's
850560	852560	colleagues knew that he had two daughters,
852560	855560	but didn't realize he had a son.
855560	858560	I'm also noting that you actually had a slightly warmer relationship
858560	862560	with Bill than you did with your mom, who, like,
862560	866560	struck some of your friends and some of the family's friends
866560	870560	as just very icy.
870560	876560	And whereas Bill was really trying to understand your rebelliousness
876560	878560	and tried to get to know you.
878560	884560	And actually say that you told friends at the time that you felt
884560	889560	like you had been a burden to your mom ever since she fled Ukraine
889560	892560	and why else would she have let you be dumped and fostered here.
892560	895560	That's a direct quote from Matt Goldsboro.
895560	899560	Did you say that?
899560	901560	Okay, so you bounce around.
901560	904560	I don't remember saying that, but it's possible.
904560	908560	Does that sound like an accurate encapsulation of your feelings?
908560	913560	I'm sure at the time, maybe, yeah.
913560	917560	Okay, so we're going back and I'm talking about some of the jobs
917560	919560	you haven't mentioned, kitchen nightmares.
919560	922560	What was the thing you told me about yesterday that I didn't realize?
922560	925560	Oh, there's the website thing.
925560	926560	Michael Luton.
926560	928560	Yeah, I had no idea about that.
928560	930560	Big.com, Michael Luton.
930560	933560	There's a bunch of websites.
933560	939560	But I know that your main passion and obsession and love is music.
939560	943560	And there's Good Time Charlie's, which became Bikini Robot Army.
943560	948560	And the band was basically you and whoever you were jamming with at that moment.
948560	952560	Describing you, he was a talented musician and songwriter
952560	955560	tapping this deep well of painful memories for inspiration.
955560	960560	The result was mournful, angry, beautiful guitar piano ballads like Hey Mama,
960560	961560	in 2002.
961560	964560	And then we've got Hey Mama.
964560	967560	Have you listened to Hey Mama?
967560	969560	Hey Mama's a really nice song.
969560	970560	Thank you.
970560	971560	Your music's really good.
971560	974560	I actually, like, not look a smug of your ass.
974560	975560	Oh, thank you.
975560	978560	There's enough fucking smoke in this room anyway.
978560	980560	Okay, we meet...
980560	981560	It's fake.
981560	982560	It's vapor.
982560	983560	It's not smoking in mine.
983560	988560	There's literally, like, he's...
988560	989560	No, it's fine.
989560	991560	Keep David from sleeping.
991560	993560	It's fine.
993560	995560	Yeah, exactly.
995560	996560	It's like coffee.
996560	998560	Right, the coffee.
998560	999560	Oh, good.
999560	1001560	Yeah, I need some more of that, too.
1001560	1002560	Oh, thank you.
1002560	1003560	Let's see.
1003560	1004560	Here you go.
1006560	1007560	Thank you.
1007560	1009560	Oh, this is, like, real serious.
1009560	1010560	Sweetheart.
1010560	1011560	Let's see.
1014560	1015560	Muah.
1015560	1016560	Muah.
1017560	1018560	Let's see.
1019560	1020560	Okay.
1023560	1026560	So, Joe Ackerman, we meet.
1026560	1028560	Oh, Ackerman is the character.
1028560	1029560	Yeah.
1032560	1034560	And I'm not going to bore you with all of this.
1034560	1035560	In fact, this section...
1035560	1036560	What is important?
1036560	1038560	Because you go to the bank of Cyprus.
1038560	1039560	Yeah, I know it's important.
1039560	1043560	Val, just in the interest of time here, like, there's...
1043560	1046560	He's a very important character in the book.
1047560	1048560	But it's just not...
1048560	1050560	There's no point in fact checking that with you, because...
1050560	1052560	In Colin?
1052560	1053560	Colin Fan?
1053560	1054560	Yeah.
1054560	1055560	He's in there, so...
1055560	1056560	He's in there, too.
1057560	1059560	We talked to...
1060560	1061560	Fuck, what's his name?
1061560	1063560	Sabah, capital guy.
1063560	1064560	The camera was in there.
1064560	1065560	Boas, wine soup?
1065560	1066560	Boas, yeah.
1066560	1067560	We talked to him?
1067560	1068560	Nothing.
1068560	1069560	We've talked to him.
1069560	1070560	Okay.
1070560	1072560	Because there's an interesting relationship
1072560	1074560	between Boas and Colin.
1074560	1075560	Colin Fan.
1075560	1076560	Yeah.
1076560	1077560	Yeah, you've mentioned that.
1077560	1078560	Yeah.
1078560	1080560	There's an interesting relationship between Boas
1080560	1081560	and a lot of people.
1081560	1082560	Boas is...
1082560	1083560	My dad really likes him.
1083560	1084560	I know he does.
1084560	1085560	Yeah.
1085560	1086560	You've mentioned that.
1088560	1089560	Oh, Kydoke.
1090560	1091560	Kydoke?
1092560	1097560	So I note here at the end of chapter 10
1097560	1103560	that this is the late odds.
1104560	1105560	The late...
1105560	1106560	Or not the late odds.
1106560	1107560	It's like the mid odds.
1107560	1108560	Okay.
1108560	1110560	And this is like a go-go period for the bank.
1110560	1111560	And it's actually...
1111560	1113560	They don't realize it, but it's spinning out of control.
1113560	1118560	And the bank desperately needed someone to be there
1118560	1121560	to say no, and wasn't afraid to give unwanted news.
1121560	1122560	Someone like Bill.
1122560	1123560	Okay.
1123560	1124560	But Bill wasn't there.
1124560	1126560	In fact, Bill was...
1126560	1128560	In the months after the Edson died,
1128560	1131560	had been very glad that he no longer worked in the bank.
1131560	1138560	He told friends that he just realized that he even came to kind of
1138560	1143560	view Edson's death as a result of the banking industry in some ways.
1143560	1148560	Like if he hadn't been so competitive and profit hungry,
1148560	1149560	maybe Edson wouldn't have died.
1149560	1152560	If Edson hadn't been so profit hungry.
1157560	1160560	Well, I mean, the way I've got it here is that
1160560	1163560	like the endless hours, the cutthroat environment, the dubious ethics,
1163560	1166560	these things hadn't caused Edson's plane to go down.
1166560	1168560	But in some ways, if he squinted hard enough,
1168560	1169560	perhaps they'd contributed to it.
1169560	1171560	Maybe he hadn't worked so hard.
1171560	1173560	Maybe he hadn't worked as hard as his wife would have stayed in London.
1173560	1175560	And Edson wouldn't have boarded that fateful flight to Rangeley.
1175560	1177560	Maybe he wouldn't have owned his own plane.
1177560	1179560	Maybe he would have enforced a flight commercial.
1179560	1180560	Or maybe not.
1180560	1181560	I like the squinting.
1181560	1182560	That's good.
1182560	1183560	Yeah.
1183560	1184560	But Bill told acquaint...
1184560	1187560	Ladies and gentlemen, that is why David is the writer.
1187560	1188560	You see?
1188560	1190560	If you squint it, maybe you can see this.
1190560	1191560	That's good.
1191560	1193560	And I'm not blowing smoke up your ass.
1193560	1194560	Good.
1194560	1197560	Come sit down so people can see your beautiful bald head.
1197560	1198560	Yeah.
1198560	1199560	So let me just do this right here.
1199560	1200560	Off camera first.
1204560	1205560	Yes.
1205560	1206560	So I'll just keep going.
1206560	1207560	Okay, please go ahead.
1207560	1210560	So Bill, obviously not in banking anymore.
1210560	1212560	Immediate priority is to help Estelle,
1212560	1215560	who is, you know, not only heartbroken,
1215560	1218560	but also ostracized by everyone because, you know,
1218560	1220560	she was the mistress.
1220560	1226560	And so he, Bill, gave her some spending money,
1226560	1229560	kept her busy doing odd jobs,
1229560	1233560	had her fixing up the flat after it caught on fire.
1233560	1234560	Fire.
1234560	1238560	Blah, blah, blah, blah, blah.
1238560	1244560	Just some fond anecdotes about Bill that I think you already know.
1244560	1249560	About how, like, you know, he could be a penny pincher sometimes,
1249560	1252560	but he was generous when it mattered.
1252560	1253560	But he was a penny pincher.
1253560	1254560	Yeah.
1254560	1255560	But he also, like, I'm kind of...
1255560	1257560	Stop using all those paper towels.
1257560	1259560	You only need one sheet of paper towel.
1259560	1260560	Why are you using four sheets?
1260560	1261560	What's wrong?
1261560	1262560	It's like me not flushing the toilet in my...
1262560	1263560	It's like, yeah.
1263560	1264560	I'm shaking water.
1264560	1266560	David didn't flush the toilet in his hotel room.
1266560	1268560	I'm like, David, flush the toilet because I go in the bathroom.
1268560	1269560	If it's...
1269560	1271560	Yeah, I'm saving water, Val.
1271560	1273560	I'm an environmentalist, man.
1273560	1274560	I know.
1274560	1276560	That's what I said.
1276560	1281560	So I'm recounting the anecdote of when some Brookesman family member needed
1281560	1284560	some sort of expensive medical procedure that wasn't insured,
1284560	1286560	Bill offered to pay for it.
1286560	1289560	And when the person resisted and said,
1289560	1291560	no, I'm not going to accept your money,
1291560	1294560	Bill said the person who ever was resisting was a liberal.
1294560	1297560	And Bill said that if he refused to let him pay,
1297560	1299560	Bill would instead donate that money to the Republican Party.
1299560	1301560	That's about right, yeah.
1302560	1305560	Bill was bored.
1305560	1306560	Yeah.
1306560	1307560	It was monotonous.
1307560	1308560	Mm-hmm.
1308560	1309560	He bought a dog.
1309560	1310560	Yeah, lazy.
1310560	1311560	Started a family foundation.
1311560	1312560	Yeah.
1312560	1314560	Went to Vegas with some college buddies.
1314560	1315560	Mm-hmm.
1315560	1320560	He sat around puffing his pipe and watching old movies.
1320560	1323560	He sometimes joined Michael Morandy for tennis in Central Park.
1323560	1324560	And...
1324560	1326560	Turned a couple book clubs, too.
1326560	1331560	Morandy could see in his friend's eyes that Bill was not very happy.
1331560	1332560	No.
1332560	1334560	He wrote long letters to newspaper editors that never got published.
1334560	1336560	One was published.
1336560	1337560	You sure about that?
1337560	1342560	Yeah, yeah, there was one published in Washington.
1342560	1343560	I'll show it to you.
1343560	1345560	Yeah, send it to me.
1345560	1347560	He went to the baths alone.
1347560	1348560	Yes, yeah.
1348560	1350560	And it struck up conversations with the strangers
1350560	1353560	because he didn't have his best friend to go there with.
1353560	1355560	And he drank a lot.
1355560	1358560	And he diagnosed himself as an alcoholic.
1358560	1360560	He...
1360560	1362560	Some friends who he went out with at the time
1362560	1365560	said that he would get to a drunk that he puked the next morning.
1365560	1367560	You've obviously told me a kind of similar example.
1367560	1369560	Let's talk about Bob's baths already.
1369560	1370560	Yeah, that was funny.
1370560	1373560	Once again, some of Bill's friends...
1373560	1375560	But to say you're an alcoholic because you puked...
1375560	1377560	He diagnosed himself as an alcoholic.
1377560	1378560	Yeah, I mean, but that's like...
1378560	1379560	I'm not saying he's an alcoholic.
1379560	1380560	And he didn't...
1380560	1382560	At some point, everyone that's drinking too much said,
1382560	1383560	I'm an alcoholic.
1383560	1384560	But then...
1384560	1385560	As you know from your dad's notes,
1385560	1386560	he viewed himself as an alcoholic.
1386560	1387560	Yeah, I hate that, okay.
1387560	1388560	And so did your mom.
1388560	1389560	All right.
1389560	1390560	So I'm not...
1390560	1392560	Again, I'm not saying any of that in a pejorative way.
1392560	1393560	Okay.
1393560	1395560	Once again, some of his friends wonder if he was depressed.
1395560	1397560	One of them, Saman Majd...
1397560	1398560	Saman...
1398560	1399560	Was...
1399560	1402560	This is in emails asking about well-buttern.
1402560	1403560	Yeah.
1403560	1404560	And Bill says, quote,
1404560	1408560	I'm not at all depressed, just very lazy and sluggish.
1408560	1411560	Um...
1411560	1414560	So Stan and Neil calls, lures him back to Meryl.
1414560	1415560	Um...
1415560	1418560	He comes on as a consultant.
1418560	1420560	Doing lots of work.
1420560	1421560	Uh...
1421560	1422560	Describes his nothing too strenuous.
1422560	1424560	He describes to his style, actually.
1424560	1425560	He's nothing too strenuous,
1425560	1427560	but it's fun to be near the game.
1427560	1428560	Okay.
1428560	1429560	We're not the...
1429560	1430560	Uh...
1430560	1431560	What year are we at?
1431560	1432560	We're in...
1432560	1433560	It's 2004.
1433560	1434560	Um...
1434560	1435560	Yeah, 2004-2005.
1435560	1436560	Um...
1436560	1437560	Let's see...
1437560	1442560	Anju, meanwhile, is climbing up the ranks.
1442560	1445560	He's looking for jobs elsewhere.
1445560	1450560	And then I go through a bunch of Anju's piranhas,
1450560	1453560	as one person describes them.
1453560	1454560	And let's see...
1454560	1456560	Let's see...
1467560	1468560	Okay.
1468560	1469560	Um...
1469560	1473560	2007, crisis is bubbling up.
1473560	1477560	And in August, um...
1477560	1479560	Actually, in that summer, Stan and Neil
1479560	1481560	tries to get Bill to come on as a permanent employee.
1481560	1482560	Right.
1482560	1484560	And they don't.
1484560	1486560	He refuses.
1486560	1488560	And he just kind of shook his head sadly.
1488560	1489560	And Neil said,
1489560	1490560	No, I'm not going to do it.
1490560	1491560	And that was the last...
1491560	1492560	He didn't like his books.
1492560	1493560	His derivative books.
1493560	1494560	What was that?
1494560	1495560	He didn't like his derivative books.
1495560	1496560	He didn't like anything.
1496560	1498560	He didn't feel like he was being listened to.
1498560	1499560	And...
1499560	1500560	He felt it wasn't the same Merrill.
1500560	1501560	What was that?
1501560	1503560	He felt it wasn't the same Merrill Lynch.
1503560	1505560	Something had gone wrong.
1505560	1507560	Something had shifted.
1507560	1509560	Did he say that to you?
1509560	1510560	Um...
1510560	1512560	No, I didn't say it to me directly.
1512560	1514560	I don't know if I could sort of feel it.
1514560	1517560	I mean, even conversations with other people
1517560	1520560	and make a piece of it together is that...
1520560	1523560	You know, it's how he felt.
1523560	1525560	I mean, he was always loyal to Merrill Lynch
1525560	1527560	because that's what he made his mark.
1527560	1528560	Yep.
1528560	1529560	It was just kind of heartbreaking for him
1529560	1532560	to see Merrill Lynch fail.
1532560	1533560	Um...
1533560	1536560	Okay, so that August 2007,
1536560	1538560	Anshu calls
1538560	1540560	uh, convinces Bill to come back
1540560	1542560	and work as a consultant
1542560	1544560	on one condition,
1544560	1546560	which is that he doesn't want anyone to report to him.
1546560	1548560	Anshu agrees.
1548560	1551560	Um...
1551560	1554560	Anshu tells someone who he's having lunch with
1554560	1556560	there's one thing he learned from Edson
1556560	1558560	and that's when the shit hits the fan.
1558560	1560560	There's one person you want to stand beside you
1560560	1561560	and that's Bill Brooksman.
1561560	1562560	Yeah.
1562560	1563560	Um...
1563560	1565560	So back they move, Bill and your mom
1565560	1567560	move to London.
1567560	1570560	Uh, the girls and you stay in the States.
1570560	1572560	Um...
1572560	1574560	And he starts advising Anshu
1574560	1578560	on how to deal with some of the crises he's facing.
1578560	1581560	One of them immediately is mortgage IT,
1581560	1583560	which is this shitty mortgage company
1583560	1585560	Deutsche Bank had bought the previous year
1585560	1588560	like the absolute peak of the mortgage market
1588560	1591560	trying to like get stuff that they could feed into
1591560	1593560	the securitization and CDO machine.
1593560	1594560	Okay.
1594560	1595560	And Bill...
1595560	1597560	Leverage your heavily in debt?
1597560	1599560	Well, it's just like making bad mortgage loans
1599560	1601560	to like subprime customers basically.
1601560	1603560	Is it predatory?
1603560	1605560	I don't know if it's predatory.
1605560	1607560	It was certainly the...
1607560	1609560	It was definitely making...
1609560	1612560	It was churning up very risky mortgages
1612560	1614560	on kind of false pretenses
1614560	1617560	and yeah, I guess predatory is probably not a
1617560	1619560	bad word to describe it.
1619560	1620560	Um...
1620560	1622560	So he came in to manage this or to...
1622560	1624560	Well, he came in to advise Anshu on it
1624560	1627560	and the advice he provided was that...
1627560	1629560	Was this like a benchmark
1629560	1632560	or a trigger warning or something for a...
1632560	1634560	What's the word?
1634560	1636560	It's a red flag for things to come
1636560	1638560	and nobody sort of...
1638560	1639560	Nobody took this as a...
1639560	1641560	Well, no, I mean at this point things are going pretty bad
1641560	1642560	pretty quick.
1642560	1643560	Yeah, okay.
1643560	1644560	We're 2007?
1644560	1645560	No.
1645560	1647560	Yeah, this is like fall of 2007.
1647560	1648560	Okay.
1649560	1651560	And keep in mind just as we're going through this,
1651560	1652560	you're getting...
1652560	1653560	It's a marker for things to come.
